headline,inLanguage,datePublished,reviewBody,ratingValue,Company
Verdens rarest tjener Kevin!,da,2018-07-30T17:39:19Z,"Super skøn oplevelse i rosengård centret i odense!!!  Vores tjener Kevin var intet mindre end skøn. Skøn mad og dejlige omgivelser! Det er bestemt ikke sidste gang vi kommer her.
😊😊😊",5,www.jensens.com
Fin mad og super betjening hos Jensens…,da,2018-07-30T17:09:43Z,Fin mad og super betjening hos Jensens City Syd 🙂,5,www.jensens.com
Hyggelig Jensens bøfhus i Aalborg med…,da,2018-07-30T16:52:33Z,"Hyggelig Jensens bøfhus i Aalborg med gode omgivelser tæt på Aalborg havn. Venligt personale, god betjening og hurtig servering. Godt intiativ med refeel af sodavand og øl.",5,www.jensens.com
Rigtig dårlig oplevelse.,da,2018-07-30T16:07:41Z,Vi skulle til aften ned og have en dejlig familiemiddag inden vi skulle flytte. Vi valgte derfor Jensens i Horsens. Så snart vi kom ind blev vi mødt af et meget varmt lokale - med sterinlys tændt. Vi bestilte vores mad og fik den også forholdsvis hurtigt. Dog gad vores datter ikke røre den pga varmen og fordi frikadellerne var det rene gummi. Min mand og jeg nærmest slugte bøffen uden at nyde det fordi vi ikke kunne holde ud at sidde i lokalet. Alle sad og viftede med menukortene for at holde det ud. Vi bad om at få en pose så vi kunne tage resterne med hjem. Rigtig dårlig oplevelse at give 450 kr for en mavepine fordi man har slugt maden pga de forhold der var i restauranten. Det er desværre sidste gang vi har besøgt Jensens.,1,www.jensens.com
Endnu engang en super oplevelse på…,da,2018-07-30T14:28:20Z,"Endnu engang en super oplevelse på Jensen’s bøfhus i City syd. Hurtig, venlig og smilende betjening. Frisk sprød salat og lækker varm bøf, og ikke mindst de sprøde varme fries.",5,www.jensens.com
Super god bøf og tilbehør,da,2018-07-30T11:32:18Z,"Super god bøf og tilbehør, og virkelig rar betjening",5,www.jensens.com
Alt var godt,da,2018-07-30T10:54:17Z,"Alt var godt, frokostbøffen, banansplitten og specielt servicen var helt i top 👍 lækkert legerum der er for ungerne også 😊 kommer helt sikkert igen 👍🌞",5,www.jensens.com
Uspiselig bøf og ingen dessert.,da,2018-07-29T21:34:19Z,"Plejer normalt at være glad for Jensens Bøfhus, men sidst vi spiste inde i waves, var oplevelsen desværre ikke lige så god. Bestilte 3 frokostbøffer, 2 af dem var fine, men min var tør, senet og tæt på uspiselig. Selvom jeg har det meget dårligt med at klage over dette, blev jeg dog nødt til det denne gang. Personalet bestilte da også en ny til mig, men den kom først efter at dem jeg spiste med, havde spist deres op. Derfor kunne jeg sidde og forsinke selskabet, og spise for mig selv. Det skal dog siges at den nye bøf var fin, og tjeneren sagde at de desværre havde haft en del problemer med bøfferne på det sidste. Efter jeg havde spist færdig, bestilte vi Jeres sommerdessert med jordbær og softice. Dette ventede vi på i cirka 30 min., hvorefter tjeneren vendte tilbage og beklagede at de desværre ikke havde flere jordbær, og vi derfor ikke kunne få desserten. Bestilte herefter regningen, og betalte, men nej, jeg skulle stadig betale for den uspiselige bøf, selvom i reklamere med at man ikke skal dette. Så lige for tiden er jeg desværre en anelse skuffet over jer - beklager.",2,www.jensens.com
Ok oplevelse - men heller ikke mere end det.,da,2018-07-29T17:44:24Z,"Denne anmeldelse gælder kun restauranten i Kolding Storcenter.

Efter henvisning til bord og yderligere 10 minutters ventetid, skal jeg selv spørge efter børne-menukort, selvom tjeneren havde set, at jeg var ankommet med to børn...

Salatbar som hovedret er ikke DKK 99,- værd.
Et noget lemfældigt udvalg, og jeg skulle selv gøre opmærksom på, at der manglede opfyldning.

Ifm. med toilet-besøg med mit ene barn, og det andet var i legerummet, var vores bord jo ubesat i det tidsrum. Da vi kom tilbage fra toiletbesøg var bordet ryddet. Personalet undskyldte mange gange og kom med ny sodavand m.m.
Så fik personalet da også vist, at de trods alt på ét punkt var opmærksomme og hurtige....:(

General Pros and Cons:

Plus:
* God sommer-kampagne med alle børneretter incl. all-you-can-eat is til DKK 25,-.
* Refill af sodavand til DKK 15,-.

Minus:
* Udelukkende Faxe-læskedrikke. Jeg er nu helst til Coca-Cola istedet for det fesne Pepsi Cola, men det er jo smag og behag.

* Intet børnebestik og korte te-skéer skulle jeg selv spørge efter. Mindre børn kan ikke håndtere bestik med lang skaft.
En familie-restaurant uden børne-bestik.....????

* Legerum er ikke specielt inspirerende og noget nedslidt i forhold til, at det er en familie-restaurant.

Hvis man tager udgangspunkt i, at man får, hvad man betaler for, er det fuldt ud tilfredsstillende, men jeg vil til enhver tid vælge Bone's",3,www.jensens.com
Jeg har netop fået den bedste…,da,2018-07-29T13:48:32Z,"Jeg har netop fået den bedste frokostbøf til dato. Det er som regel lige til pas til at blive mæt. Desværre har jordbærdesserten i juli måned smagt så godt, at jeg har været nødsaget til at spise den, selvom jeg ikke burde gøre det, fordi jeg næsten var mæt.",5,www.jensens.com
Den bedste og dejligt service,da,2018-07-28T17:35:18Z,"Den bedste og dejligt service, rigtig god mad",5,www.jensens.com
Godt mad i regnvejr,da,2018-07-28T17:34:05Z,Godt mad i regnvejr god service,5,www.jensens.com
God mad og god service under regnvejret,da,2018-07-28T17:31:44Z,God mad og god service under regnvejret,5,www.jensens.com
Rigtig god og let tilgængelige service…,da,2018-07-28T13:01:29Z,Rigtig god og let tilgængelige service og betjening hos Aalborg nytorvet!,4,www.jensens.com
"Ok oplevelse, men skuffende service",da,2018-07-27T18:56:52Z,"Ok oplevelse, men restauranten kender IKKE deres egne tilbud og vidste IKKE at der pt. er gratis is til alle børnemenuer :( Vi fik dog børnemenuer til tilbudsprisen, men restauranten havde ikke den fornødige viden som gjorde at vi kun fik en halvgod oplevelse. Personalet virkede ikke informeret ordentligt og der var ikke mange kunder, så det handlede ikke om travlhed.",2,www.jensens.com
Anmeldelsen drejer sig om Jensens…,da,2018-07-27T18:05:01Z,"Anmeldelsen drejer sig om Jensens Bøfhus odense ved skovsøen, jeg bestilte en en ribeye og den var helt perfekt, da jeg bestilte flere fries til blev de forsinket pågrund af travlhed og min ribeye blev kold, men Jensens kvitterede med et stort smil og en helt ny Ribeye med tilbehør😁 tak for en hyggelig aften i hyggelige omgivelser og flinkt og service minded personale👍🏻😁",4,www.jensens.com
Der er sket positive ændringer - og de kan mærkes!,da,2018-07-27T05:28:38Z,"Jeg må sige, at jeg altid har syntes godt om Jensens Bøfhus. Jeg kan dog sagtens mærke de ændringer I har måtte foretage, for at vinde danskernes troværdighed tilbage - og de er meget positive. Jeg har tidligere kæmpet med, at en medium bøf var meget tættere på rå end medium. Vi besøgte for ikke så længe siden jeres restaurant i Hillerød. Jeg fandt ud af, at man ny kunne stille lidt flere krav til sin bøf, så min kæreste og jeg bestilte begge en Rump steak hver, som skulle være Medium-Well Done. Og de var bare tilberedt perfekt!!!

Så er der mange der kommenterer jeres saucer, men de er som på mange andre restauranter og jeg synes egentlig de er fine😊

Fedt at I beholder de klassiske retter og samtidig prøver noget nyt.

Skulle jeg give et kritikpunkt, som jeg ønskede I ville arbejde videre med, så skulle det være, at give mulighed for at ændre forretter på jeres 3-retters menuer. Det skulle være muligt (ligesom med desserten), at vælge en anden forret (og selvfølgelig betale en evt. Difference). Det er lidt trist udvalg, når forretten (som oftest består af fisk/skaldyr) skal afgøre om man skal have steak eller burger til hovedret.

Ellers skal I have 5 stjerner for det I har gang i nu! Jeg håber I bliver ved med at holde standarden, og at folk giver jer en ny chance!😊👍👍👍",5,www.jensens.com
Dårlig kundeoplevelse,da,2018-07-26T18:39:02Z,"Er netop kommet ud fra et besøg i Sønderborg og det har været en uacceptabel oplevelse.  Vores bestilling blev glemt så vi fik vores mad efter 1,5 time ikke nemt med to små børn 3 og 5. Da jeg får min bøf er der en kæmpe sene inde i den. Jeg vil befri jer for et billede da den var ulækker. Da jeg spørger ind til den hos en af værterne får jeg at vide at de gerne vil lave en ny men at det kan forekomme. Fair nok men vi har ikke tid til at vente mere så vi spørger ind til deres koncept “tilfreds eller gratis” hvor vi bliver mødt med denne sætning “Du vil bare have en gratis bøf” Lige der mistede vi alt for Jensens. 
Hvor er kunden i fokus, gode kundeoplevelser etc. 
Derudover var der så varmt og ingen aircondition til at køle os ned. 
Det vi har oplevet i dag er ikke mere værd 1 stjerne.",1,www.jensens.com
Jeg har ikke været på Jensens i et…,da,2018-07-26T17:40:45Z,"Jeg har ikke været på Jensens i et årstid efterhånden. 
Til aften var jeg så på visit, med en kollega efter fyraften, på restaurenten i Tilst

Vi arbejder begge selv i er service fag, vi følte os velkommen, selvom der lige gik nogen minutter før vi blev tildelt et bord, men virkede omvendt også som om, at alle tjenere var i gang, men så snart en blev ledig blev vi vist over til et bord. 

Vi var igennem 3 stk personale under vores besøg. 
Nr. 1 smilende og glad 
Nr. 2 smilende og glad - samt fuldkommen styr på bestillingen - kom hurtigt med kolde drikkevarer til os i varmen :) 
Nr. 3 smilende og glad, samt meget interreseret i om vi var tilfredse og det havde været en god aften. Og vi gik derfra med et smil. 

Vi bestilte en medium stegt bøf - vi fik en en medium stegt bøf! :) 

Jeg kommer snart igen - og syntes bestemt den negative omtale om Jensens virker til at være uberettet eller også er de ændringer de ville lave gået rigtig godt! 

Tak en for en god aften Jensens i Tilst",5,www.jensens.com
Positivt.,da,2018-07-26T17:05:46Z,"Dejlig oplevelse endnu engang.
Fine, fine bøffer med tilbehør. Derudover frisk salatbar.
Udover god mad, havde vi den mest venlige unge tjener til at betjene os.",5,www.jensens.com
Vi elsker Jensens bøfhus,da,2018-07-26T12:44:50Z,"Vi elsker et besøg på Jensens Bøfhus både med børnene, men bestemt også når vi bare skal afsted som kærestepar. Vi oplever altid god service, sødt personale og ikke mindst dejlig mad!! Vi kommer snart igen. :)",2,www.jensens.com
Har ikke været på Jensens bøfhus længe,da,2018-07-26T06:08:26Z,"Har ikke været på Jensens bøfhus længe, men kom så i dag den 24/7 i Hillerød. Sikke en skøn oplevelse. Maden var rigtig lækker, vi ventede ikke længe, og alt var som bestilt. Servicen derinde var helt overraskende god - selv om der var travlt var der ingen stress, god stemning, og helt afslappet atmosfære. 5 stjerner herfra 👍",5,www.jensens.com
Har ikke været på Jensens bøfhus længe,da,2018-07-25T19:40:10Z,"Har ikke været på Jensens bøfhus længe, men kom så i dag den 25/7 i Randers. Sikke en skøn oplevelse. Maden var rigtig lækker, vi ventede ikke længe, og alt var som bestilt. Servicen derinde var helt overraskende god - smilende piger, god stemning, og helt afslappet atmosfære. 5 stjerner herfra 👍",5,www.jensens.com
VI KOMMER DER ALDRIG IGEN !,da,2018-07-25T15:40:07Z,"den 13juli 2018 skulle vi  3 voksne og 2 børn en på 3år og en på 2mdr, som lå i klapvogn . vi havde bestilt bord på jensens bøf ved skovsøen  i odense da min svigerdatter havde fødselsdag .
vi ville gerne sidde ude på teressen da vejret jo var fint , men fik besked på at vi ikke måtte have klapvognen med den skulle stå et andet sted hvor vi ikke kunne overvåge den lille . jeg så at der var andre der havde en klapvogn ved siden af deres bord ,jeg spurgte hvorfor de måtte og vi ikke måtte svaret var det må de heller ikke , men de har bare gjort det  efterhånden fik vi nok og forlod stedet og kommer der aldrig igen .
med den form for behandling går de nok snart konkurs igen , og jeg vil klappe i mine hænder .er det måske ikke en familie resturant ??
på vej ud var der også andre der gik i vrede , de måtte heller ikke havde deres klapvogn med HVOR HERRE BEVARES SIGER JEG .  vi kørte så til Maurtiz på Skibhusvej  og der fik vi en rigtig god betjening  og der var der ingen der sagde noget  5* til dem .",1,www.jensens.com
Jensens Bøfhus Holbæk,da,2018-07-25T15:29:11Z,"25.07.2018

Vi ankom 2 voksne 1 barn på 2 år. Vi havde reserveret bord over nettet og valgte højstol til barnet.

Da vi ankom var der lidt kø. Det var OK, vi havde jo bestilt bord. 
Vi får anvist bord, men må selv finde højstol Efter os kommer der en dame med sit barn og får pladsen ved siden af. 

De bliver betjent før os og efter at have ventet i yderligere 15 minutter, uden tjener, beslutter vi os for at gå - ligesom sidst vi var på Jensens Bøfhus for 4 år siden. Dårlig betjening. Vi fandt et andet sted. Det kunne så ikke betale sig, at prøve igen.",1,www.jensens.com
Anmeldelse rosengårdscenter,da,2018-07-25T14:52:36Z,"Både og .Vi fik 2 gange bøf med pomfritter der skulle havde kostet 59 kr i rosengårdscentret. Høftligt serviceminded personale og hurtig betjening. Min bøf var ok, men min søns var fuld med sener som vi sagde til personalet . De oplyste vi kunne få en ny portion gratis hvilket vi fik. Da vi fik regningen var den ganske vist trukket fra men min portion kom istedet for til at koste 79 kr selv om vi havde oplyst vi ønskede en portion til 59 kr bøf størrelsen var ikke ændret . Men ok vi fik så 39 kr i rabat selv om i reklamere med det bliver gratis portionen det blev så bare lagt på regningen resten hmm 😉 Sønnen endte heldigvis med at blive mæt og få en god bøf 😉",4,www.jensens.com
Vi var inde og sende vores barnebarn af…,da,2018-07-25T14:45:41Z,"Vi var inde og sende vores barnebarn af sted med tog og vi ville så besøge jeres forretning i Rosenkrantzgade. 

Men ak og ve - der var under 25% af menukortets retter der var tilgængelig, for dårligt en søndag aften kl 19:30 vu skulle være gået igen, men tog til takke med det ret snævre udbud, bøf og kylling var ikke tilfredsstillende ej heller kartofler og sovs.


En ret skuffende oplevelse, som vi nok ikke gentager igen, selvom betjeningen var rar og venlig, kan det alligevel ikke opveje den kedelige oplevelse.

Vi troede at Jensens Bøfhus havde strammet op efter de reklamer vi havde set på tv, men det var altså ikke tilfældet.


MVH

O.E.Andersen________________________________________



Kortnr. : 9208617703137564
Tbl nr. 33/1 Chk 2743
22/7-2018 kl 19:51
NOTA nr",1,www.jensens.com
